Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Ford,Explorer,Emelita,Male,Female,24,initiative,Sweden,Järfälla,59.4030805,17.8325915,Aquamarine,TRUE,05/12/2010,99035.37,0.1285,39282.5,0.15,138.3,5.4
Dodge,Stratus,Claudina,Male,Female,20,uniform,Poland,Kowale,53.5370765,23.6398704,Green,FALSE,23/01/2018,58578,0.0912,46027.26,0.17,124.7,12.3
Jeep,Grand Cherokee,Steward,Female,Male,49,Optimized,Ireland,Castlemartyr,51.9166667,-8.05,Goldenrod,FALSE,14/03/2010,57720.18,0.0092,19571.82,0.03,188,5.1
Jeep,Wrangler,Carri,Male,Female,40,optimal,Russia,Cherepovets,59.1201253,37.9014795,Orange,FALSE,22/02/2020,27803.86,0.1497,29894.36,0.15,183.6,4.4
Chevrolet,Corvette,Helsa,Female,Female,44,superstructure,Indonesia,Temperak,-6.7587465,111.6809778,Fuscia,TRUE,01/07/2011,49855.21,0.5291,7747.31,0.02,221.7,4.2
Subaru,XT,Gayel,Male,Female,22,Sharable,China,Niutian,25.454084,119.007777,Green,FALSE,02/03/2012,89044.25,0.4526,40898.21,0.04,125.2,4
GMC,Envoy,Morty,Female,Male,44,toolset,Philippines,Pudoc,15.7700153,121.5561657,Orange,TRUE,03/06/2020,83490.72,0.3515,28997.52,0.22,192.3,2.1
Ford,Aerostar,Benji,Female,Male,42,Future-proofed,Sweden,Stockholm,59.3460413,18.0639973,Mauv,FALSE,28/07/2019,26025.49,0.6749,27114.42,0.16,142.4,11.3
Nissan,300ZX,Romeo,Male,Male,20,ability,Kenya,Ol Kalou,-0.272699,36.3775152,Puce,TRUE,11/01/2002,52293.55,0.249,48649.39,0.19,194,5.2
MINI,Clubman,Ansell,Female,Male,61,matrices,China,Jiangning,31.953702,118.839685,Puce,TRUE,15/08/2010,27520.75,0.6556,27619.74,0.16,239.7,9.5
Mazda,MPV,Dione,Male,Female,62,5th generation,Mexico,Emiliano Zapata,18.6220301,-99.1559935,Goldenrod,FALSE,10/08/2013,30134.61,0.6815,5740.54,0.18,245.8,5
Porsche,928,Olvan,Male,Male,20,project,Japan,Okinawa,26.3448341,127.833984,Indigo,TRUE,08/10/2006,37201.44,0.6075,26443.92,0.24,232.6,3.8
Mazda,MX-6,Immanuel,Female,Male,28,Fully-configurable,Canada,Melville,50.91671,-102.80099,Puce,TRUE,11/04/2012,18458.41,0.0232,29479.54,0.03,163.1,8.9
Subaru,Brat,Marcelo,Male,Male,62,next generation,Madagascar,Ambatolampy,-19.3836846,47.4392352,Puce,TRUE,30/10/2015,41076.64,0.3551,20606.13,0.02,138.5,10.4
Honda,Insight,Chrystel,Female,Female,29,product,Indonesia,Nglorogan,-7.406895,111.0370989,Maroon,FALSE,14/02/2002,91027.39,0.5793,11340.3,0.22,153.9,3
Chevrolet,Suburban 1500,Haywood,Male,Male,68,Profound,Finland,Hyrynsalmi,64.3196092,29.0932259,Turquoise,TRUE,13/04/2018,65746.43,0.2374,43557.29,0.1,235.1,8.1
Ford,LTD Crown Victoria,Terri,Male,Female,37,dedicated,Seychelles,Port Glaud,-4.6488523,55.4194753,Khaki,TRUE,24/02/2004,28239.28,0.4802,26796.29,0.17,225.3,10.8
Cadillac,Escalade EXT,Robinette,Male,Female,70,core,China,Jinsha,30.679359,104.011664,Puce,FALSE,26/08/2012,47160.7,0.6652,32192.56,0.03,136.4,7.7
Mitsubishi,Mighty Max,Prince,Male,Male,72,holistic,Japan,Ōgaki,35.0235689,135.971704,Pink,FALSE,17/04/2008,17141.72,0.4191,46392.47,0.18,168.2,5.2
Lotus,Exige,Ronnie,Female,Male,41,internet solution,China,Yanhe,28.563927,108.50387,Aquamarine,FALSE,24/01/2012,58688.21,0.2667,6264.64,0.14,203.6,11.1
Mercury,Sable,Melly,Male,Female,73,local area network,Indonesia,Mekarsari,-8.3765619,115.1918802,Fuscia,TRUE,16/07/2006,49598.16,0.5965,45717.29,0.12,206.2,3.7
Dodge,Ram Van 3500,Phineas,Male,Male,37,neural-net,Sweden,Sundsvall,62.3946271,17.2842162,Pink,FALSE,28/07/2008,27004.25,0.0021,41843.77,0.11,175.4,2.7
Mazda,Mazdaspeed6,Glendon,Male,Male,35,modular,Serbia,Pirot,43.1557012,22.5856811,Maroon,FALSE,17/06/2003,39023.68,0.0612,22194.47,0.03,128.2,3.8
Pontiac,Bonneville,Jerome,Female,Male,36,framework,Chad,Goz Beïda,12.225759,21.4126837,Green,TRUE,08/11/2018,78999.78,0.5002,30822.25,0.22,160.9,2.1
Honda,Accord Crosstour,Lorine,Male,Female,68,Cross-platform,China,Oujiangcha,28.491356,112.615076,Blue,FALSE,08/01/2003,83780.02,0.5618,36760.57,0.05,236.8,9.2
Volkswagen,Passat,Juditha,Female,Female,49,Robust,Greece,Melíki,40.5200214,22.3953372,Red,FALSE,13/07/2009,37237.63,0.3337,33046.34,0.09,154.9,5
Jaguar,XK,Kym,Female,Female,35,Sharable,Czech Republic,Petrov,48.8818933,17.2802878,Orange,TRUE,22/08/2008,87783.96,0.6202,49029.92,0.22,186.5,9.9
Audi,S5,Estevan,Male,Male,47,transitional,Sweden,Johanneshov,59.2992508,18.0807417,Fuscia,FALSE,01/02/2016,91602.24,0.5057,19078.97,0.16,225.9,11
Subaru,Alcyone SVX,Gianni,Male,Male,38,attitude,France,Dieppe,49.7666568,1.1843207,Turquoise,FALSE,24/05/2005,69469.74,0.2067,43388.63,0.2,232.2,11.3
Ford,Econoline E350,Harbert,Male,Male,30,Distributed,Russia,Novosheshminsk,55.064236,51.227402,Red,TRUE,11/10/2010,67083.54,0.0903,6946.58,0.18,133.4,3.3
Saturn,Outlook,Tammi,Male,Female,22,Pre-emptive,China,Wuluo,28.0896014,108.7986202,Goldenrod,FALSE,01/06/2010,74484.51,0.4904,4216.74,0.07,163.2,8.4
GMC,Jimmy,Vikki,Male,Female,55,context-sensitive,United States,Tucson,32.2342478,-111.0033984,Indigo,TRUE,04/02/2020,85523.25,0.3216,46769.08,0.06,121.8,14.4
Lexus,ES,Maritsa,Female,Female,43,Balanced,Mauritius,Melrose,-20.2695062,57.6297389,Crimson,FALSE,30/05/2013,64577.65,0.462,48639.54,0.24,128.1,5.3
Dodge,Neon,Cindie,Male,Female,57,eco-centric,China,Zhaxi,26.312444,99.850365,Puce,FALSE,12/05/2004,33270.46,0.1365,11385.7,0.03,126.2,6.8
Eagle,Summit,Huey,Male,Male,38,parallelism,Albania,Kushovë,40.7879444,20.1886551,Indigo,FALSE,23/02/2009,91378.54,0.0935,41390.16,0.25,180.3,9.6
Ford,Taurus,Hazel,Male,Male,45,static,Ukraine,Tyvriv,49.0130083,28.5042197,Yellow,TRUE,05/10/2013,16914.51,0.0125,31175.72,0.12,195.1,2.5
Mercury,Monterey,Annadiane,Female,Female,40,Monitored,China,Meilong,31.09913,121.407386,Fuscia,TRUE,13/03/2015,14479.04,0.2829,17231.4,0.22,155.8,8.4
Pontiac,GTO,Louie,Male,Male,27,Persistent,China,Xushan,30.183806,120.264253,Violet,TRUE,14/12/2013,89999.17,0.5163,10542.84,0.02,232.4,13.6
Pontiac,Firebird Formula,Marmaduke,Female,Male,74,middleware,United States,Springfield,38.79,-77.19,Red,FALSE,16/10/2003,38448.61,0.3468,8105.12,0.03,125.8,13.4
Dodge,Dakota,Genevieve,Male,Female,50,Reverse-engineered,Poland,Podedwórze,51.6878774,23.1996378,Khaki,FALSE,28/11/2017,14177.26,0.4764,49171.25,0.17,137.5,10
Porsche,Cayman,Nichols,Female,Male,65,Cross-group,China,Xinning,26.433417,110.856622,Khaki,FALSE,14/06/2018,97651.86,0.3532,22070.74,0.08,233.4,10.7
Toyota,Camry,Micheal,Female,Male,68,Organized,China,Xiapu,26.885704,120.005147,Blue,TRUE,28/02/2012,37850.13,0.2583,8602.15,0.07,238.3,2
Mercedes-Benz,600SEC,Jeff,Male,Male,39,exuding,United States,Mountain View,37.3931794,-122.0778761,Pink,FALSE,14/10/2004,30267.5,0.4853,8271.73,0.03,203,11.6
Buick,Roadmaster,Tonya,Male,Female,42,static,Syria,Hīsh,35.5488997,36.6444758,Khaki,FALSE,21/11/2008,34230.47,0.2268,45368.82,0.25,218.4,12.7
Honda,CR-V,Gordie,Female,Male,31,Re-engineered,Sweden,Kungsbacka,57.4909761,12.0585993,Purple,FALSE,27/12/2007,72226.95,0.458,16048.09,0.11,169.8,11.7
Mazda,Miata MX-5,Sanford,Female,Male,22,matrix,Sweden,Västervik,57.759167,16.6236443,Indigo,FALSE,12/10/2006,17534.21,0.4735,27749.55,0.11,249.2,3.4
GMC,Sonoma,Sibeal,Female,Female,48,workforce,Russia,Bol’shaya Setun’,55.71667,37.41667,Green,FALSE,17/02/2011,11444.4,0.1099,31570.02,0.23,124.1,9.4
GMC,Sierra 1500,Wallie,Male,Female,31,hybrid,Indonesia,Parapat,2.6644279,98.9397139,Mauv,FALSE,07/01/2017,87025.05,0.073,26959.91,0.07,199.9,13.5
Chrysler,LHS,Joana,Male,Female,49,eco-centric,Malaysia,Kuantan,3.9671435,103.40391,Mauv,FALSE,19/09/2014,59858.79,0.6304,28031.42,0.06,200.6,13.4
Volkswagen,Eurovan,Renae,Female,Female,31,bottom-line,Russia,Klimovsk,55.385815,37.545315,Pink,TRUE,29/07/2005,34618.78,0.4896,25269.27,0.09,130.8,14.4
Maybach,57S,Silvanus,Female,Male,44,attitude,United States,San Diego,32.7348953,-117.0970596,Green,TRUE,28/07/2014,78743.03,0.4271,46620.66,0.11,194.5,2.2
Dodge,D150 Club,Cathee,Female,Female,66,circuit,Croatia,Knin,44.0407757,16.1964988,Indigo,FALSE,07/07/2004,87094.32,0.4179,15527.38,0.24,194.5,14.5
Nissan,Murano,Delphine,Male,Female,43,empowering,Brazil,Ponta Grossa,-25.0993621,-50.1584514,Indigo,TRUE,28/12/2003,63850.4,0.2169,29408.81,0.09,183.8,9.5
Mitsubishi,3000GT,Ingrid,Female,Female,50,Universal,United States,Washington,38.8965627,-77.0224418,Puce,FALSE,17/01/2019,53395.55,0.1239,11001.2,0.23,242.2,9
Buick,Skyhawk,Veradis,Female,Female,71,bi-directional,China,Haiyu,31.746017,120.803452,Turquoise,FALSE,25/01/2018,89691.79,0.0469,4535.93,0.22,143.3,5.6
Lincoln,Continental,Durante,Male,Male,63,zero administration,Philippines,Lumatil,5.8734472,124.8979544,Indigo,FALSE,03/05/2019,16164.29,0.4669,49178.45,0.14,221.2,11.2
Infiniti,QX,Stern,Male,Male,69,architecture,China,Huagu,23.404165,113.220218,Yellow,TRUE,15/09/2003,86429.02,0.06,33582.88,0.19,170,8.2
Ford,Aerostar,Billi,Male,Female,70,attitude,Indonesia,Cihaur,-7.1221059,106.5701927,Purple,TRUE,10/01/2017,71938.58,0.3061,30060.98,0.23,246.4,13.1
Kia,Sorento,Olin,Female,Male,71,transitional,China,Dayangzhou,27.895558,115.455558,Red,FALSE,22/03/2020,34247.08,0.6644,5944.47,0.23,174.2,5.6
Toyota,Prius,Kirk,Female,Male,23,Front-line,China,Bohou,19.88374,109.745545,Khaki,TRUE,04/07/2013,75796.29,0.1272,10841.67,0.11,244.3,7.7
Volvo,960,Cornelle,Female,Female,56,Self-enabling,Philippines,Rajal Norte,15.44485,120.86256,Purple,TRUE,04/10/2012,39637.08,0.0165,28969.14,0.14,145.9,12.1
Ford,Fiesta,Edwin,Female,Male,54,Proactive,Indonesia,Curahkalak Tengah,-7.7516,114.1829,Puce,TRUE,30/12/2017,31208.82,0.2984,9692.7,0.11,136.3,8.8
Acura,TL,Gordie,Female,Male,48,maximized,Belarus,Khotsimsk,53.4334331,32.4706123,Turquoise,FALSE,21/12/2018,23855.59,0.5475,37507.87,0.02,130,9.4
Isuzu,Hombre,Bartlett,Male,Male,46,modular,China,Zhanping,28.023893,116.263188,Khaki,FALSE,19/03/2014,77864.09,0.4048,18768.3,0.19,185.5,9.9
Acura,NSX,Thalia,Male,Female,56,Secured,Indonesia,Blangkejeren,3.9967196,97.3416152,Orange,FALSE,11/11/2014,39493.45,0.2699,35958.59,0.06,140.2,7.8
Chevrolet,Impala,Salomi,Female,Female,24,Synergistic,United States,Roanoke,37.27,-79.94,Orange,FALSE,16/06/2010,83908.21,0.1423,28846.74,0.17,249.4,2.3
Chevrolet,Sportvan G20,Carla,Male,Female,21,Assimilated,Thailand,Khon Kaen,16.4656784,102.7834876,Yellow,FALSE,22/01/2007,90353.71,0.2555,22259.08,0.17,225.9,9.8
Nissan,Cube,Frank,Male,Male,68,strategy,China,Wolongquan,28.074649,119.141473,Mauv,FALSE,29/10/2011,97000.25,0.1872,12291.14,0.15,141.5,5.4
Honda,Insight,Binni,Male,Female,38,bottom-line,China,Laowobao,42.583016,122.445594,Mauv,TRUE,28/04/2008,89742.69,0.3239,10792.52,0.22,133.6,12.5
Chevrolet,Blazer,Adlai,Male,Male,34,logistical,Japan,Ōme,38.9013413,141.3981944,Turquoise,TRUE,30/11/2013,44808.43,0.1131,9270.53,0.13,223,13.4
Chevrolet,Cavalier,Denni,Female,Female,45,zero defect,Tanzania,Nzega,-4.3920698,32.8986812,Goldenrod,FALSE,22/11/2005,80623.23,0.2027,32249.93,0.07,186.2,9.7
Jeep,Wrangler,Baudoin,Male,Male,49,Mandatory,Poland,Jelcz,50.4465359,19.894509,Pink,FALSE,06/07/2008,44842.29,0.0207,47453.74,0.14,205.7,6.1
Ford,Transit Connect,Bertina,Female,Female,58,leverage,China,Fenhe,37.8298386,112.5511892,Maroon,FALSE,16/01/2017,99616.42,0.5151,3377.58,0.05,180.8,10.7
GMC,Sierra 1500,Gabbie,Male,Female,69,task-force,Indonesia,Baih,-8.4095178,115.188916,Turquoise,FALSE,04/05/2007,19730.45,0.6984,29007.68,0.09,232.5,9.4
Lexus,SC,Vance,Female,Male,42,Devolved,China,Hongshunli,39.158445,117.195351,Green,TRUE,14/08/2014,44171.93,0.4064,9497.56,0.09,180.6,2.3
Infiniti,J,Maddy,Female,Female,66,demand-driven,Italy,Palermo,38.1278654,13.3486213,Yellow,FALSE,02/03/2008,18312.41,0.5108,20499.93,0.02,200.9,14.4
GMC,Sierra 1500,Flinn,Male,Male,22,Re-contextualized,Canada,Ucluelet,48.94153,-125.54635,Khaki,FALSE,09/02/2020,31774.49,0.2085,14981.58,0.02,190.2,11.8
Chevrolet,Avalanche,Reginauld,Male,Male,38,matrices,Russia,Belyy Gorodok,55.5700317,37.9617087,Turquoise,TRUE,22/02/2008,85240.27,0.0719,4200.77,0.16,153.8,12.8
Maserati,GranTurismo,Karlotte,Female,Female,39,Focused,Japan,Wako,35.8232602,139.5521867,Maroon,FALSE,12/06/2017,64856.42,0.2593,23725.76,0.24,220.7,4.4
Lotus,Esprit,Robbie,Female,Male,72,Multi-layered,Kazakhstan,Petropavlovsk,54.8732209,69.1505479,Crimson,TRUE,30/08/2018,83904.81,0.4414,20423.38,0.12,211.6,2
Ford,Freestyle,Ermanno,Male,Male,54,analyzer,Indonesia,Tanakbeak Daye,-8.6068,116.2028,Goldenrod,TRUE,03/06/2011,12091.02,0.0501,28671.41,0.02,155.2,14
Mercedes-Benz,M-Class,Krista,Female,Female,61,systematic,China,Bailu,30.2733296,120.1672735,Mauv,FALSE,30/11/2013,68777.35,0.6926,6284.73,0.24,240,14.8
Volkswagen,Passat,Donnajean,Female,Female,48,Proactive,Russia,Choya,52.0108,86.5467,Violet,FALSE,01/07/2014,77357.27,0.333,31527.22,0.2,191.9,5.2
Ford,E-Series,Nicol,Female,Male,30,Profound,Czech Republic,Zvole,49.8398148,16.9143454,Turquoise,TRUE,28/05/2012,61787.12,0.6023,44023.38,0.07,208.3,13.4
Pontiac,Safari,Verina,Female,Female,41,3rd generation,Indonesia,Paobokol,-8.4334199,123.3682521,Mauv,FALSE,25/01/2018,33604.52,0.2341,16167.27,0.18,122.6,5.4
Suzuki,Verona,Merle,Female,Female,62,functionalities,Portugal,Nine,41.4578988,-8.5462667,Mauv,FALSE,29/03/2019,43343.95,0.3673,2155.37,0.02,125,6.5
GMC,Savana 1500,Helge,Male,Female,40,regional,China,Pingdi,26.1050311,104.5991578,Turquoise,TRUE,13/10/2005,92843.69,0.1234,44430.29,0.1,243.5,7.2
Lexus,SC,Miof mela,Male,Female,56,strategy,Indonesia,Pamupukan,-7.0487503,108.5314753,Khaki,FALSE,12/12/2018,37252.16,0.4396,42808.17,0.2,155.8,9.2
Lincoln,Continental,Carolina,Female,Female,29,Operative,Ethiopia,Debre Werk’,10.656869,38.1662152,Green,FALSE,11/06/2014,77089.75,0.517,3265.98,0.09,149.1,7.1
Toyota,Tundra,Martino,Female,Male,38,Managed,Indonesia,Bagansiapiapi,2.157713,100.8162,Pink,FALSE,16/01/2004,95969.57,0.143,33352.75,0.16,159.8,14.8
Volkswagen,Golf,Cesaro,Male,Male,50,circuit,Tajikistan,Vahdat,38.560256,69.0165511,Violet,TRUE,15/06/2006,21955.88,0.5853,3059.49,0.22,212.9,14.8
Chevrolet,Sportvan G20,Katherine,Female,Female,40,value-added,Malaysia,Petaling Jaya,3.0782922,101.5931076,Aquamarine,TRUE,23/04/2020,45602.43,0.2666,24762.57,0.21,217.7,9.1
Lotus,Esprit,Edyth,Female,Female,26,Optimized,Indonesia,Wajak,-8.1277952,112.7509656,Goldenrod,TRUE,23/10/2010,64417.61,0.2132,13493.83,0.1,203.9,11
Chevrolet,Silverado 2500,Pooh,Female,Female,58,support,China,Luzhou,28.871569,105.44174,Violet,TRUE,03/06/2014,20419.77,0.1695,10052.17,0.22,141,5.8
Chevrolet,Impala SS,Clarey,Female,Female,47,Realigned,Albania,Cerava,40.8508894,20.7256564,Purple,TRUE,20/08/2005,76334.49,0.3422,13116.31,0.21,237.6,9.9
Cadillac,Escalade EXT,Pryce,Male,Male,58,methodology,Canada,Thetford-Mines,46.1098585,-71.2983257,Khaki,TRUE,23/02/2009,86345.75,0.5886,49011.61,0.11,187,10.6
Volkswagen,Passat,Allard,Male,Male,64,Exclusive,Indonesia,Kampungbajo,-3.3472662,120.3089541,Violet,FALSE,11/01/2006,26927.61,0.3586,6194.05,0.04,174.2,5.7
Porsche,911,Margret,Male,Female,37,Open-source,Indonesia,Srabah,-7.9955024,111.7048262,Fuscia,TRUE,14/03/2015,48591.12,0.2738,22865.94,0.16,163.4,5
Land Rover,Defender,Francisca,Male,Female,66,Compatible,China,Shengze,30.905779,120.670141,Crimson,FALSE,01/11/2003,56893.44,0.4835,44656.42,0.01,172.5,10.8
Ford,F150,Charin,Female,Female,26,bandwidth-monitored,China,Chagang,47.335654,123.18754,Teal,FALSE,30/01/2014,13212.27,0.0049,12242.74,0.13,140.8,12.7
GMC,Yukon XL 1500,Pail,Female,Male,36,coherent,Indonesia,Tobilolong,-8.521,123.5353,Aquamarine,FALSE,04/02/2006,81070.76,0.5647,16643.81,0.14,229.8,3.2
Mitsubishi,Tredia,Langston,Female,Male,42,paradigm,France,Vélizy-Villacoublay,48.7724625,2.2161608,Mauv,TRUE,14/07/2005,47869.11,0.5062,24797.16,0.2,142.7,6.2
Chevrolet,Silverado 2500,Amandi,Male,Female,72,Synchronised,Brazil,Itupiranga,-5.0377529,-49.8547266,Violet,TRUE,20/03/2016,78757.31,0.6192,25781.99,0.11,152.3,4.5
Volkswagen,Eos,Jeffrey,Female,Male,32,global,China,Angao,33.111117,112.39179,Yellow,TRUE,10/06/2019,70916.19,0.4631,4698.19,0.09,165.3,4.3
Toyota,Camry,Conway,Male,Male,68,intermediate,Finland,Otaniemi,60.8255382,21.3556594,Orange,FALSE,13/08/2015,99927.96,0.0717,2143.15,0.08,153.8,9
Mazda,MX-5,Davidde,Female,Male,38,time-frame,Canada,Sainte-Anne-des-Monts,49.12402,-66.49243,Puce,FALSE,30/08/2010,66529.47,0.2192,5865.86,0.12,123.7,13.2
Hyundai,Scoupe,Jeramey,Female,Male,30,Organized,Ukraine,Pokotylivka,49.9166765,36.1763412,Puce,TRUE,25/09/2013,83915.77,0.6947,12371.6,0.19,195,13.8
Toyota,Echo,Kip,Male,Male,33,executive,China,Dushang,34.2623634,108.8944226,Blue,TRUE,09/04/2002,48841.26,0.1405,7140.62,0.08,178.3,3.4
Toyota,Celica,Blaire,Female,Female,60,contextually-based,Indonesia,Klukeng,-8.3965,123.0856,Puce,TRUE,02/03/2007,58736.17,0.4298,17317.09,0.19,201,12.2
Subaru,Legacy,Kayley,Female,Female,45,Graphical User Interface,Philippines,Puerto Galera,13.5218669,120.9617948,Crimson,FALSE,26/04/2014,64151.77,0.4824,33528.63,0.18,211.9,6.6
Dodge,D150 Club,Helga,Female,Female,50,analyzing,Yemen,Ash Shiḩr,14.7634494,49.6044141,Yellow,TRUE,16/08/2005,99682.88,0.4205,11243.83,0.03,145.7,12.7
BMW,M3,Keary,Male,Male,22,interface,Russia,Issad,60.1163207,32.3008149,Green,TRUE,08/11/2012,44003.23,0.2398,30296.37,0.23,188.4,11.1
Toyota,Previa,Alberto,Female,Male,55,Front-line,Angola,Cuito,-15.1632458,19.1612478,Khaki,FALSE,06/07/2012,56885.36,0.3852,10189.16,0.01,131.4,2.2
Dodge,Journey,Tiphanie,Female,Female,62,forecast,Indonesia,Huelkail,-9.6239,124.0019,Teal,TRUE,05/11/2012,17644.45,0.1987,5315.33,0.13,236.6,12.9
Kia,Amanti,Faber,Female,Male,34,incremental,Malta,Santa Venera,35.892944,14.476536,Aquamarine,FALSE,17/06/2014,96360.25,0.4372,10701.56,0.16,186.2,2.5
Audi,Cabriolet,Kate,Male,Female,42,Assimilated,China,Bandong,26.108775,118.776895,Turquoise,TRUE,21/07/2018,97651.02,0.1959,31736.84,0.12,138.1,13.7
Oldsmobile,Intrigue,Drew,Male,Male,52,paradigm,Colombia,Melgar,4.203572,-74.643383,Aquamarine,TRUE,31/01/2018,94055.84,0.4343,33037.43,0.14,159.2,14.4
Toyota,Tacoma,Waring,Male,Male,29,motivating,Guatemala,Santa Catarina Ixtahuacán,14.8548805,-91.3582385,Turquoise,FALSE,14/02/2014,67120.93,0.2141,28762.76,0.06,237.9,3.1
Mitsubishi,GTO,Adrienne,Female,Female,66,knowledge user,Venezuela,El Hatillo,10.4151473,-66.7962869,Red,TRUE,07/12/2015,26347.93,0.2986,35865.45,0.24,213.9,6
Honda,Odyssey,Corbet,Female,Male,60,flexibility,Uzbekistan,Bulung’ur,39.7573054,67.2728697,Purple,FALSE,13/10/2004,77000.55,0.3949,15619.12,0.1,163.9,13.4
Ford,F350,Holli,Male,Female,40,Operative,Paraguay,Itapé,-25.8511498,-56.6135167,Red,FALSE,03/01/2008,62467.88,0.1049,41014.08,0.13,198.3,3.1
GMC,Rally Wagon 2500,Basile,Female,Male,24,superstructure,Indonesia,Siso,0.9996757,97.527432,Khaki,FALSE,07/08/2019,60282.66,0.6183,25901.63,0.05,124.7,11.3
Ford,Expedition,Ambrose,Female,Male,45,Object-based,Brazil,Contagem,-19.9030544,-44.1170051,Maroon,FALSE,23/10/2004,90972.03,0.5133,8585.94,0.04,190.4,7.1
Porsche,Boxster,Oswell,Male,Male,27,info-mediaries,Bosnia and Herzegovina,Čapljina,43.1118267,17.7054838,Pink,TRUE,24/03/2009,38359.57,0.3601,34766.8,0.04,243.7,12.1
Mercury,Sable,Isabelle,Male,Female,57,optimal,Sweden,Kristianstad,56.0396207,14.1636617,Yellow,TRUE,15/01/2017,37108.95,0.3821,18869.39,0.21,245,2.3
Mitsubishi,Lancer Evolution,Riane,Female,Female,65,object-oriented,Iran,Kavār,29.2132568,52.6867529,Pink,TRUE,15/03/2017,15035.2,0.6166,3827.31,0.23,219.9,9.2
Ford,F-Series,Winni,Male,Female,27,service-desk,Luxembourg,Schengen,49.4709886,6.3640878,Goldenrod,FALSE,02/08/2017,73051.87,0.1139,32228.75,0.17,227.6,11.5
Dodge,D150,Davita,Male,Female,38,secured line,Philippines,Mamburao,13.274365,120.618416,Teal,TRUE,10/11/2012,55707.07,0.0146,6794.78,0.12,223.2,12.3
Lexus,ES,Terri-jo,Male,Female,75,Stand-alone,Portugal,Montalvão,39.5955323,-7.5303251,Teal,TRUE,04/06/2010,14326.58,0.6785,7021.71,0.24,205.5,10.6
Buick,Park Avenue,Robbert,Female,Male,28,neural-net,China,Xilai,32.116246,120.436781,Puce,TRUE,05/02/2010,40800.19,0.5743,38252.19,0.11,142.9,7.7
Infiniti,QX,Benton,Male,Male,32,internet solution,China,Barkol,43.598763,93.016624,Green,FALSE,03/03/2011,68685.16,0.155,29086.9,0.18,178.2,9.2
Dodge,Ram Wagon B150,Thornton,Male,Male,56,flexibility,Sweden,Kiruna,67.8509908,20.2328467,Puce,FALSE,24/07/2010,90598.95,0.492,28086.99,0.12,128.7,3.9
Land Rover,Range Rover,Chrysler,Male,Female,41,secondary,Poland,Górzno,53.1980031,19.6444061,Orange,FALSE,21/09/2013,87296.08,0.3402,41521.82,0.16,205.4,2.3
Honda,Civic GX,Neale,Male,Male,42,secured line,China,Zhongxiao,31.068932,121.397142,Violet,FALSE,19/10/2015,28851.05,0.3164,7942.92,0.16,184.6,12.5
Daewoo,Leganza,Kenneth,Male,Male,45,fresh-thinking,Sri Lanka,Kuliyapitiya,7.4700828,80.0472702,Goldenrod,FALSE,12/03/2005,25546.19,0.0041,22305.05,0.11,147.5,12.1
Ford,Freestar,Theodora,Female,Female,68,moratorium,Poland,Kroczyce,50.5664031,19.5697659,Crimson,FALSE,02/11/2016,42598.01,0.5963,26917.06,0.03,222.6,7.1
Mitsubishi,Montero,Agosto,Male,Male,75,Organized,Philippines,Sibulan,9.338682,123.291063,Indigo,TRUE,02/10/2020,48893.92,0.1039,40391.9,0.02,225,4.6
Ford,Mustang,Miguelita,Male,Female,49,algorithm,Bulgaria,Dve Mogili,43.5592985,25.9323591,Orange,TRUE,22/02/2016,96284.98,0.0896,22131.1,0.13,137.4,7.8
Suzuki,Daewoo Lacetti,Elly,Female,Female,37,Profound,Portugal,Picoto,41.0734417,-8.6358837,Mauv,TRUE,01/08/2013,64434.6,0.0984,32737.28,0.18,130,3
Ford,LTD,Christiane,Male,Female,44,concept,Russia,Starominskaya,46.5333073,39.0405159,Pink,FALSE,25/01/2013,41700.3,0.0765,49480.89,0.19,230,12.2
Chevrolet,Suburban 1500,Willi,Female,Female,67,structure,China,Hongmen,36.212113,117.127509,Khaki,TRUE,15/03/2009,52300.17,0.443,21440.61,0.24,249.9,7.8
Mercury,Cougar,Valentino,Male,Male,70,contingency,Sweden,Värnamo,57.2033415,14.0338655,Aquamarine,TRUE,08/10/2011,60636.45,0.0537,38708.49,0.21,238.2,2.6
Volkswagen,Cabriolet,Grove,Male,Male,75,Compatible,Equatorial Guinea,Machinda,1.8786869,9.9716585,Blue,TRUE,12/05/2020,17078.77,0.3337,19034.98,0.04,231.3,6.1
GMC,Safari,Emelita,Male,Female,68,Team-oriented,Greece,Ambelón,39.7451063,22.3615771,Yellow,TRUE,28/05/2015,41145.18,0.1795,31823.63,0.21,193,6
Nissan,Xterra,Thatcher,Male,Male,55,Compatible,United States,Phoenix,33.45,-112.08,Blue,TRUE,12/11/2006,89064.26,0.2363,46709.81,0.05,229.3,9
Dodge,Journey,Aland,Female,Male,20,mobile,China,Xi’an,34.341574,108.93977,Teal,TRUE,23/09/2008,43270.29,0.1904,47750.2,0.02,120.5,7.6
Lamborghini,Diablo,Wells,Male,Male,50,extranet,Colombia,Corozal,9.1375974,-75.2128996,Crimson,FALSE,03/04/2003,75970.55,0.1413,37685.91,0.22,208.2,10.7
